text	curie	name	predicate	type	provenance	source
HLA-V	hgnc:23482	HLA-V	rdfs:label			hgnc
FLJ32122	hgnc:23483	DOCK11	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
FLJ43653	hgnc:23483	DOCK11	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ZIZ2	hgnc:23483	DOCK11	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ACG	hgnc:23483	DOCK11	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
zizimin2	hgnc:23483	DOCK11	oboInOwl:hasRelatedSynonym			hgnc
DOCK11	hgnc:23483	DOCK11	rdfs:label		pubmed:12432077,pubmed:16968698,pubmed:36952639	hgnc
FLJ20360	hgnc:23484	TASOR2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
bA318E3.2	hgnc:23484	TASOR2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
KIAA2006	hgnc:23484	TASOR2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf18	hgnc:23484	TASOR2	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
FAM208B	hgnc:23484	TASOR2	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 18	hgnc:23484	TASOR2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
family with sequence similarity 208, member B	hgnc:23484	TASOR2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
family with sequence similarity 208 member B	hgnc:23484	TASOR2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
TASOR2	hgnc:23484	TASOR2	rdfs:label		pubmed:32719317	hgnc
ZCW4	hgnc:23485	MORC4	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
FLJ11565	hgnc:23485	MORC4	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ZCWCC2	hgnc:23485	MORC4	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
zinc finger, CW-type with coiled-coil domain 2	hgnc:23485	MORC4	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
zinc finger, CW type with coiled-coil domain 2	hgnc:23485	MORC4	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
MORC4	hgnc:23485	MORC4	rdfs:label		pubmed:14607086	hgnc
FLJ10057	hgnc:23486	ZCWPW1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
DKFZp434N0510	hgnc:23486	ZCWPW1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ZCW1	hgnc:23486	ZCWPW1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
zinc finger, CW-type with PWWP domain 1	hgnc:23486	ZCWPW1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ZCWPW1	hgnc:23486	ZCWPW1	rdfs:label		pubmed:14607086,pubmed:20826339	hgnc
IPPI2	hgnc:23487	IDI2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
IDI2	hgnc:23487	IDI2	rdfs:label		pubmed:14629038	hgnc
KRBO1	hgnc:23488	ZNF487	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
ZNF487P	hgnc:23488	ZNF487	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
KRAB domain only 1	hgnc:23488	ZNF487	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
zinc finger protein 487, pseudogene	hgnc:23488	ZNF487	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ZNF487	hgnc:23488	ZNF487	rdfs:label			hgnc
FLJ20909	hgnc:23489	ECHDC3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
enoyl Coenzyme A hydratase domain containing 3	hgnc:23489	ECHDC3	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ECHDC3	hgnc:23489	ECHDC3	rdfs:label		pubmed:27586541	hgnc
G13	hgnc:2349	ATF6B	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ATF6beta	hgnc:2349	ATF6B	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Cyclic AMP-dependent transcription factor ATF-6 beta	hgnc:2349	ATF6B	oboInOwl:hasRelatedSynonym			hgnc
CREBL1	hgnc:2349	ATF6B	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
cAMP responsive element binding protein-like 1	hgnc:2349	ATF6B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ATF6B	hgnc:2349	ATF6B	rdfs:label		pubmed:11256944,pubmed:14973138	hgnc
MGC17347	hgnc:23490	PABIR1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C9orf42	hgnc:23490	PABIR1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
FAM122A	hgnc:23490	PABIR1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 9 open reading frame 42	hgnc:23490	PABIR1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
family with sequence similarity 122A	hgnc:23490	PABIR1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
PABIR1	hgnc:23490	PABIR1	rdfs:label		pubmed:25735772,pubmed:27588481,pubmed:33108758	hgnc
PNLIPRP3	hgnc:23492	PNLIPRP3	rdfs:label			hgnc
FAM26B	hgnc:23493	CALHM2	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
family with sequence similarity 26, member B	hgnc:23493	CALHM2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
calcium homeostasis modulator 2	hgnc:23493	CALHM2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CALHM2	hgnc:23493	CALHM2	rdfs:label		pubmed:18585350	hgnc
FAM26C	hgnc:23494	CALHM1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
family with sequence similarity 26, member C	hgnc:23494	CALHM1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CALHM1	hgnc:23494	CALHM1	rdfs:label		pubmed:18585350	hgnc
bA178A10.2	hgnc:23495	CCNYL2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CCNYL2P	hgnc:23495	CCNYL2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf21	hgnc:23495	CCNYL2	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 21	hgnc:23495	CCNYL2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
cyclin Y-like 2	hgnc:23495	CCNYL2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CCNYL2	hgnc:23495	CCNYL2	rdfs:label			hgnc
PRG-1	hgnc:23496	PLPPR4	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
LPPR4	hgnc:23496	PLPPR4	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
KIAA0455	hgnc:23496	PLPPR4	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
PHP1	hgnc:23496	PLPPR4	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
plasticity related gene-1	hgnc:23496	PLPPR4	oboInOwl:hasRelatedSynonym			hgnc
PLPPR4	hgnc:23496	PLPPR4	rdfs:label		pubmed:12730698	hgnc
PRG-2	hgnc:23497	PLPPR3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
FLJ11535	hgnc:23497	PLPPR3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
LPPR3	hgnc:23497	PLPPR3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
PRG2	hgnc:23497	PLPPR3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
PLPPR3	hgnc:23497	PLPPR3	rdfs:label		pubmed:12730698	hgnc
copine VIII	hgnc:23498	CPNE8	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CPNE8	hgnc:23498	CPNE8	rdfs:label		pubmed:12670487	hgnc
bA548K23.1	hgnc:23499	AGAP13P	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CTGLF9P	hgnc:23499	AGAP13P	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
centaurin, gamma-like family, member 9 pseudogene	hgnc:23499	AGAP13P	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
AGAP13P	hgnc:23499	AGAP13P	rdfs:label			hgnc
AC4	hgnc:235	ADCY4	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ADCY4	hgnc:235	ADCY4	rdfs:label		pubmed:7766992	hgnc
cAMP responsive element binding protein-like 2	hgnc:2350	CREBL2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CREBL2	hgnc:2350	CREBL2	rdfs:label		pubmed:9693048	hgnc
dJ1033B10.15	hgnc:23500	HCG24	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
HLA complex group 24	hgnc:23500	HCG24	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
HLA complex group 24 (non-protein coding)	hgnc:23500	HCG24	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
HCG24	hgnc:23500	HCG24	rdfs:label			hgnc
KIAA0848	hgnc:23501	SLITRK3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SLIT and NTRK-like family, member 3	hgnc:23501	SLITRK3	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SLITRK3	hgnc:23501	SLITRK3	rdfs:label		pubmed:10048485,pubmed:14557068	hgnc
DKFZp547M2010	hgnc:23502	SLITRK4	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SLIT and NTRK-like family, member 4	hgnc:23502	SLITRK4	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SLITRK4	hgnc:23502	SLITRK4	rdfs:label		pubmed:14557068	hgnc
FLJ22774	hgnc:23503	SLITRK6	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
SLIT and NTRK-like family, member 6	hgnc:23503	SLITRK6	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SLITRK6	hgnc:23503	SLITRK6	rdfs:label		pubmed:14557068	hgnc
FLJ40185	hgnc:23504	ZFAND4	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ANUBL1	hgnc:23504	ZFAND4	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
AN1, ubiquitin-like, homolog (Xenopus laevis)	hgnc:23504	ZFAND4	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
zinc finger, AN1-type domain 4	hgnc:23504	ZFAND4	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ZFAND4	hgnc:23504	ZFAND4	rdfs:label			hgnc
KIAA0187	hgnc:23505	BMS1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
BMS1L	hgnc:23505	BMS1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
BMS1-like, ribosome assembly protein (yeast)	hgnc:23505	BMS1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BMS1 homolog, ribosome assembly protein (yeast)	hgnc:23505	BMS1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BMS1, ribosome biogenesis factor	hgnc:23505	BMS1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BMS1	hgnc:23505	BMS1	rdfs:label		pubmed:11779832,pubmed:23785305	hgnc
FLJ14547	hgnc:23506	ADO	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
cysteamine dioxygenase	hgnc:23506	ADO	oboInOwl:hasRelatedSynonym			hgnc
C10orf22	hgnc:23506	ADO	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 22	hgnc:23506	ADO	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
2-aminoethanethiol (cysteamine) dioxygenase	hgnc:23506	ADO	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ADO	hgnc:23506	ADO	rdfs:label		pubmed:17581819	hgnc
FLJ25162	hgnc:23508	STOX1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf24	hgnc:23508	STOX1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 24	hgnc:23508	STOX1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
STOX1	hgnc:23508	STOX1	rdfs:label		pubmed:15806103	hgnc
FLJ30567	hgnc:23509	ZNF22-AS1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf25	hgnc:23509	ZNF22-AS1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 25	hgnc:23509	ZNF22-AS1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ZNF22-AS1	hgnc:23509	ZNF22-AS1	rdfs:label			hgnc
CREG	hgnc:2351	CREG1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
cellular repressor of E1A-stimulated genes	hgnc:2351	CREG1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CREG1	hgnc:2351	CREG1	rdfs:label		pubmed:9710587	hgnc
FLJ20154	hgnc:23510	WBP1L	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
OPAL1	hgnc:23510	WBP1L	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
outcome predictor in acute leukemia 1	hgnc:23510	WBP1L	oboInOwl:hasRelatedSynonym			hgnc
C10orf26	hgnc:23510	WBP1L	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 26	hgnc:23510	WBP1L	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
WBP1L	hgnc:23510	WBP1L	rdfs:label			hgnc
FLJ32820	hgnc:23511	TBATA	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
spatial	hgnc:23511	TBATA	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf27	hgnc:23511	TBATA	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 27	hgnc:23511	TBATA	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
TBATA	hgnc:23511	TBATA	rdfs:label		pubmed:20937703	hgnc
GIDRP88	hgnc:23512	R3HCC1L	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
PSORT	hgnc:23512	R3HCC1L	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf28	hgnc:23512	R3HCC1L	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 28	hgnc:23512	R3HCC1L	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
R3H domain and coiled-coil containing 1-like	hgnc:23512	R3HCC1L	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
R3HCC1L	hgnc:23512	R3HCC1L	rdfs:label		pubmed:20930030	hgnc
FLJ37318	hgnc:23513	USP54	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
bA137L10.3	hgnc:23513	USP54	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
bA137L10.4	hgnc:23513	USP54	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf29	hgnc:23513	USP54	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 29	hgnc:23513	USP54	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ubiquitin specific protease 54	hgnc:23513	USP54	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
USP54	hgnc:23513	USP54	rdfs:label		pubmed:14715245	hgnc
FLJ40283	hgnc:23514	BEND7	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf30	hgnc:23514	BEND7	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 30	hgnc:23514	BEND7	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BEND7	hgnc:23514	BEND7	rdfs:label			hgnc
FLJ40494	hgnc:23515	CELF2-AS1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Em:AC026887.2	hgnc:23515	CELF2-AS1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf31	hgnc:23515	CELF2-AS1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 31	hgnc:23515	CELF2-AS1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CELF2 antisense RNA 1 (non-protein coding)	hgnc:23515	CELF2-AS1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CELF2-AS1	hgnc:23515	CELF2-AS1	rdfs:label			hgnc
FLJ40752	hgnc:23516	BORCS7	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
diaskedin	hgnc:23516	BORCS7	oboInOwl:hasRelatedSynonym			hgnc
C10orf32	hgnc:23516	BORCS7	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 32	hgnc:23516	BORCS7	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
BORCS7	hgnc:23516	BORCS7	rdfs:label		pubmed:25898167	hgnc
FLJ23849	hgnc:23517	PYROXD2	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf33	hgnc:23517	PYROXD2	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 33	hgnc:23517	PYROXD2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
PYROXD2	hgnc:23517	PYROXD2	rdfs:label			hgnc
FLJ25854	hgnc:23518	CHCHD1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
mS37	hgnc:23518	CHCHD1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf34	hgnc:23518	CHCHD1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 34	hgnc:23518	CHCHD1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CHCHD1	hgnc:23518	CHCHD1	rdfs:label		pubmed:23908630	hgnc
C10orf35	hgnc:23519	FAM241B	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 35	hgnc:23519	FAM241B	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
FAM241B	hgnc:23519	FAM241B	rdfs:label		pubmed:31270356	hgnc
hCREM-2	hgnc:2352	CREM	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
CREM	hgnc:2352	CREM	rdfs:label		pubmed:1461747,pubmed:7916662	hgnc
FLJ43803	hgnc:23520	SLC16A9	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MCT9	hgnc:23520	SLC16A9	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
monocarboxylic acid transporter 9	hgnc:23520	SLC16A9	oboInOwl:hasRelatedSynonym			hgnc
C10orf36	hgnc:23520	SLC16A9	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 36	hgnc:23520	SLC16A9	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
solute carrier family 16 (monocarboxylic acid transporters), member 9	hgnc:23520	SLC16A9	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	hgnc:23520	SLC16A9	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
solute carrier family 16, member 9	hgnc:23520	SLC16A9	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SLC16A9	hgnc:23520	SLC16A9	rdfs:label			hgnc
C10orf37	hgnc:23521	CEP57L1P1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
C6orf182P	hgnc:23521	CEP57L1P1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 37	hgnc:23521	CEP57L1P1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chromosome 6 open reading frame 182 pseudogene	hgnc:23521	CEP57L1P1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
centrosomal protein 57kDa-like 1 pseudogene 1	hgnc:23521	CEP57L1P1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
CEP57L1P1	hgnc:23521	CEP57L1P1	rdfs:label			hgnc
FLJ12884	hgnc:23522	FAM171A1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
APCN	hgnc:23522	FAM171A1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
astroprincin	hgnc:23522	FAM171A1	oboInOwl:hasRelatedSynonym			hgnc
C10orf38	hgnc:23522	FAM171A1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 38	hgnc:23522	FAM171A1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
family with sequence similarity 171, member A1	hgnc:23522	FAM171A1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
FAM171A1	hgnc:23522	FAM171A1	rdfs:label		pubmed:30312582	hgnc
FLJ37857	hgnc:23523	JAKMIP3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NECC2	hgnc:23523	JAKMIP3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
KIAA4091	hgnc:23523	JAKMIP3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
bA140A10.5	hgnc:23523	JAKMIP3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
neuroendocrine long coiled-coil 2	hgnc:23523	JAKMIP3	oboInOwl:hasRelatedSynonym			hgnc
C10orf39	hgnc:23523	JAKMIP3	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
C10orf14	hgnc:23523	JAKMIP3	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 39	hgnc:23523	JAKMIP3	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
chromosome 10 open reading frame 14	hgnc:23523	JAKMIP3	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
JAKMIP3	hgnc:23523	JAKMIP3	rdfs:label		pubmed:15277531,pubmed:17572408	hgnc
AC023904.2	hgnc:23524	LINC01553	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf40	hgnc:23524	LINC01553	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 40	hgnc:23524	LINC01553	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
LINC01553	hgnc:23524	LINC01553	rdfs:label		pubmed:12477932	hgnc
C10orf41	hgnc:23525	ZNF503-AS2	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
NCRNA00245	hgnc:23525	ZNF503-AS2	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
chromosome 10 open reading frame 41	hgnc:23525	ZNF503-AS2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
non-protein coding RNA 245	hgnc:23525	ZNF503-AS2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ZNF503 antisense RNA 2 (non-protein coding)	hgnc:23525	ZNF503-AS2	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ZNF503-AS2	hgnc:23525	ZNF503-AS2	rdfs:label			hgnc
FLJ46135	hgnc:23526	MCU	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
C10orf42	hgnc:23526	MCU	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
CCDC109A	hgnc:23526	MCU	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
coiled-coil domain containing 109A	hgnc:23526	MCU	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
MCU	hgnc:23526	MCU	rdfs:label		pubmed:21685886,pubmed:21685888	hgnc
fibronectin type 3 and ankyrin repeat domains 1	hgnc:23527	FANK1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
FANK1	hgnc:23527	FANK1	rdfs:label		pubmed:17604233	hgnc
4832404P21Rik	hgnc:23528	ZSWIM8	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
Pelado	hgnc:23528	ZSWIM8	oboInOwl:hasRelatedSynonym			hgnc
Dorado	hgnc:23528	ZSWIM8	oboInOwl:hasRelatedSynonym			hgnc
KIAA0913	hgnc:23528	ZSWIM8	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
KIAA0913	hgnc:23528	ZSWIM8	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ZSWIM8	hgnc:23528	ZSWIM8	rdfs:label		pubmed:33184234,pubmed:33184237,pubmed:35940847	hgnc
FLJ23743	hgnc:23529	NSUN6	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
NOPD1	hgnc:23529	NSUN6	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
ARL5B-AS1	hgnc:23529	NSUN6	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
NOL1/NOP2/Sun domain family, member 6	hgnc:23529	NSUN6	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
ARL5B antisense RNA 1	hgnc:23529	NSUN6	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
NOP2/Sun domain family, member 6	hgnc:23529	NSUN6	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
NSUN6	hgnc:23529	NSUN6	rdfs:label		pubmed:26160102,pubmed:27703015	hgnc
PALD	hgnc:23530	PALD1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
KIAA1274	hgnc:23530	PALD1	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
paladin	hgnc:23530	PALD1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
KIAA1274	hgnc:23530	PALD1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
phosphatase domain containing, paladin 1	hgnc:23530	PALD1	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
PALD1	hgnc:23530	PALD1	rdfs:label		pubmed:29133847	hgnc
DPPL2	hgnc:23531	PLPP4	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
diacylglycerol pyrophosphate phosphatase-like 2	hgnc:23531	PLPP4	oboInOwl:hasRelatedSynonym			hgnc
PPAPDC1	hgnc:23531	PLPP4	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
PPAPDC1A	hgnc:23531	PLPP4	oboInOwl:hasRelatedSynonym	omo:0003015		hgnc
phosphatidic acid phosphatase type 2 domain containing 1	hgnc:23531	PLPP4	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
phosphatidic acid phosphatase type 2 domain containing 1A	hgnc:23531	PLPP4	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
PLPP4	hgnc:23531	PLPP4	rdfs:label		pubmed:17590538	hgnc
FLJ12921	hgnc:23532	SYNPO2L	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
synaptopodin 2-like	hgnc:23532	SYNPO2L	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
SYNPO2L	hgnc:23532	SYNPO2L	rdfs:label			hgnc
FLJ38950	hgnc:23533	TCERG1L	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
transcription elongation regulator 1-like	hgnc:23533	TCERG1L	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
TCERG1L	hgnc:23533	TCERG1L	rdfs:label			hgnc
FLJ21665	hgnc:23534	TUBAL3	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
tubulin, alpha-like 3	hgnc:23534	TUBAL3	oboInOwl:hasRelatedSynonym	omo:0003008		hgnc
TUBAL3	hgnc:23534	TUBAL3	rdfs:label			hgnc
FLJ32104	hgnc:23535	ZNF488	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ZNF488	hgnc:23535	ZNF488	rdfs:label			hgnc
HILAP	hgnc:23536	NAALADL1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
ileal peptidase I100	hgnc:23536	NAALADL1	oboInOwl:hasRelatedSynonym			hgnc
human ileal aminopeptidase	hgnc:23536	NAALADL1	oboInOwl:hasRelatedSynonym			hgnc
NAALADL1	hgnc:23536	NAALADL1	rdfs:label		pubmed:10085079,pubmed:25752612	hgnc
KIAA1630	hgnc:23537	DHTKD1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
MGC3090	hgnc:23537	DHTKD1	oboInOwl:hasRelatedSynonym	omo:0003016		hgnc
