text	curie	name	predicate	type	provenance	source
molecular recognition	goldbook:08187	molecular recognition	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
nanomaterial	goldbook:08188	nanomaterial	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
non-Kekulé structure	goldbook:08190	non-Kekulé structure	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
nucleophilic substitution	goldbook:08191	nucleophilic substitution	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
partition ratio	goldbook:08192	octanol-water partition ratio	oboInOwl:hasRelatedSynonym			goldbook
water/octanol partition coefficient	goldbook:08192	octanol-water partition ratio	oboInOwl:hasRelatedSynonym			goldbook
octanol-water partition ratio	goldbook:08192	octanol-water partition ratio	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
organocatalysis	goldbook:08193	organocatalysis	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
parallel effect	goldbook:08194	parallel effect	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
polarity	goldbook:08195	polarity	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
PMF	goldbook:08196	potential of mean force	oboInOwl:hasRelatedSynonym	omo:0003012		goldbook
potential of mean force	goldbook:08196	potential of mean force	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
protofugality	goldbook:08197	protofugality	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
protonation	goldbook:08198	protonation	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
protophilicity	goldbook:08199	protophilicity	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
push-pull conjugation	goldbook:08200	push-pull conjugation	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
π-electron donor	goldbook:08201	π-electron donor	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
QSPR	goldbook:08202	quantitative structure–property relationship	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
quantitative structure–property relationship	goldbook:08202	quantitative structure–property relationship	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
canonical form	goldbook:08205	resonance form	oboInOwl:hasRelatedSynonym			goldbook
contributing structure	goldbook:08205	resonance form	oboInOwl:hasRelatedSynonym			goldbook
resonance structure	goldbook:08205	resonance form	oboInOwl:hasRelatedSynonym			goldbook
resonance form	goldbook:08205	resonance form	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
self-assembly	goldbook:08206	self-assembly	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
shift reagent	goldbook:08207	shift reagent	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
bond-line formula	goldbook:08208	skeletal formula	oboInOwl:hasRelatedSynonym			goldbook
skeletal formula	goldbook:08208	skeletal formula	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
solvatomers	goldbook:08209	solvatomers	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
stereogenic center	goldbook:08210	stereogenic center	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
SLUMO	goldbook:08212	superjacent orbital	oboInOwl:hasRelatedSynonym	omo:0003012		goldbook
superjacent orbital	goldbook:08212	superjacent orbital	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
tautomers	goldbook:08213	tautomers	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
through-conjugation	goldbook:08214	through-conjugation	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
zero-point energy	goldbook:08215	zero-point energy	rdfs:label		doi:10.1515/pac-2018-1010	goldbook
atomic spectroscopy	goldbook:08216	atomic spectroscopy	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
molecular spectroscopy	goldbook:08217	molecular spectroscopy	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
NMR	goldbook:08218	nuclear magnetic resonance spectroscopy	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
nuclear magnetic resonance spectroscopy	goldbook:08218	nuclear magnetic resonance spectroscopy	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
imaginary refractive index	goldbook:08220	absorption index	oboInOwl:hasRelatedSynonym			goldbook
absorption index	goldbook:08220	absorption index	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
accidental degeneracy	goldbook:08221	accidental degeneracy	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
angle of incidence	goldbook:08222	angle of incidence	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
nonisotropic	goldbook:08223	anisotropic	oboInOwl:hasRelatedSynonym			goldbook
anisotropic	goldbook:08223	anisotropic	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
apodization	goldbook:08224	apodization	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
window function	goldbook:08225	apodization function	oboInOwl:hasRelatedSynonym			goldbook
apodization function	goldbook:08225	apodization function	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
array detector	goldbook:08226	array detector	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
ATR	goldbook:08227	attenuated total reflection	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
frustrated total internal reflection	goldbook:08227	attenuated total reflection	oboInOwl:hasRelatedSynonym			goldbook
attenuated total reflection	goldbook:08227	attenuated total reflection	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
beam splitter	goldbook:08228	beam splitter	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
Cauchy function	goldbook:08229	Cauchy function	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
CCD	goldbook:08230	charge coupled device	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
charge coupled device	goldbook:08230	charge coupled device	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
circular birefringence	goldbook:08231	circular birefringence	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
phase relaxation	goldbook:08232	dephasing	oboInOwl:hasRelatedSynonym			goldbook
dephasing	goldbook:08232	dephasing	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
detector integration time	goldbook:08233	detector gate width	oboInOwl:hasRelatedSynonym			goldbook
detector gate width	goldbook:08233	detector gate width	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
difference spectroscopy	goldbook:08234	difference spectroscopy	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
remission fraction	goldbook:08235	diffuse reflectance	oboInOwl:hasRelatedSynonym			goldbook
remittance	goldbook:08235	diffuse reflectance	oboInOwl:hasRelatedSynonym			goldbook
diffuse reflectance	goldbook:08235	diffuse reflectance	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
remission	goldbook:08236	diffuse reflection	oboInOwl:hasRelatedSynonym			goldbook
diffuse reflection	goldbook:08236	diffuse reflection	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
diffuse transmission	goldbook:08237	diffuse transmission	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
transition-dipole transition dipole coupling	goldbook:08238	dipole coupling	oboInOwl:hasRelatedSynonym			goldbook
dipole coupling	goldbook:08238	dipole coupling	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
asymmetric Fourier-transform spectroscopy	goldbook:08239	dispersive Fourier-transform spectroscopy	oboInOwl:hasRelatedSynonym			goldbook
dispersive Fourier-transform spectroscopy	goldbook:08239	dispersive Fourier-transform spectroscopy	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
dispersive spectrometer	goldbook:08240	dispersive spectrometer	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
EM	goldbook:08242	electromagnetic radiation	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
electromagnetic radiation	goldbook:08242	electromagnetic radiation	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
electromagnetic transition	goldbook:08243	electromagnetic transition	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
electron emission spectrometry	goldbook:08244	electron emission spectrometry	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
transition	goldbook:08245	electronic transition	oboInOwl:hasRelatedSynonym			goldbook
electronic transition	goldbook:08245	electronic transition	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
energy state	goldbook:08246	energy level	oboInOwl:hasRelatedSynonym			goldbook
energy level	goldbook:08246	energy level	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
experimental absorbance	goldbook:08247	experimental absorbance	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
aliasing	goldbook:08248	folding	oboInOwl:hasRelatedSynonym			goldbook
folding	goldbook:08248	folding	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
FID	goldbook:08249	free induction decay	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
free induction decay	goldbook:08249	free induction decay	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
Fresnel reflection	goldbook:08250	Fresnel reflection	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
Gaussian band	goldbook:08252	Gaussian band	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
Hadamard transform spectrometer	goldbook:08253	Hadamard transform spectrometer	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
high-pass filter	goldbook:08255	high-pass filter	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
Hilbert transforms	goldbook:08256	Hilbert transforms	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
ILS	goldbook:08257	instrument line shape	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
instrument line shape	goldbook:08257	instrument line shape	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
integrated intensity	goldbook:08258	integrated intensity	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
integration range	goldbook:08259	integration range	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
ICCD	goldbook:08260	intensified charge coupled device detector	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
intensified charge coupled device detector	goldbook:08260	intensified charge coupled device detector	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
internal absorbance	goldbook:08261	internal absorbance	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
Kramers–Kronig transforms	goldbook:08263	Kramers–Kronig transforms	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
light	goldbook:08264	light	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
absorption coefficient	goldbook:08265	linear Napierian absorption coefficient	oboInOwl:hasRelatedSynonym			goldbook
Napierian absorption coefficient	goldbook:08265	linear Napierian absorption coefficient	oboInOwl:hasRelatedSynonym			goldbook
linear Napierian absorption coefficient	goldbook:08265	linear Napierian absorption coefficient	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
LCTF	goldbook:08266	liquid crystal tunable filter	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
liquid crystal tunable filter	goldbook:08266	liquid crystal tunable filter	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
lock-in amplifier	goldbook:08267	lock-in amplifier	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
low-pass filter	goldbook:08268	low-pass filter	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
molar absorption coefficient	goldbook:08269	molar decadic absorption coefficient	oboInOwl:hasRelatedSynonym			goldbook
molar decadic absorption coefficient	goldbook:08269	molar decadic absorption coefficient	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
absorption coefficient	goldbook:08270	molar Napierian absorption coefficient	oboInOwl:hasRelatedSynonym			goldbook
molar Napierian absorption coefficient	goldbook:08270	molar Napierian absorption coefficient	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
MATR	goldbook:08271	multiple attenuated total reflection	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
frustrated multiple internal reflection (FMIR)	goldbook:08271	multiple attenuated total reflection	oboInOwl:hasRelatedSynonym			goldbook
multiple internal reflection (MIR)	goldbook:08271	multiple attenuated total reflection	oboInOwl:hasRelatedSynonym			goldbook
multiple attenuated total reflection	goldbook:08271	multiple attenuated total reflection	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
Napierian absorbance	goldbook:08272	Napierian absorbance	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
absorption cross-section ($\upsigma$)	goldbook:08273	net absorption cross-section	oboInOwl:hasRelatedSynonym			goldbook
net absorption cross-section	goldbook:08273	net absorption cross-section	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
nominal resolution	goldbook:08274	nominal spectral resolution	oboInOwl:hasRelatedSynonym			goldbook
resolution	goldbook:08274	nominal spectral resolution	oboInOwl:hasRelatedSynonym			goldbook
nominal spectral resolution	goldbook:08274	nominal spectral resolution	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
Nyquist criterion	goldbook:08275	Nyquist criterion	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
Nyquist frequency	goldbook:08276	Nyquist frequency	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
étendue	goldbook:08277	optical throughput	oboInOwl:hasRelatedSynonym			goldbook
optical throughput	goldbook:08277	optical throughput	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
path length	goldbook:08278	path-length	oboInOwl:hasRelatedSynonym			goldbook
path-length	goldbook:08278	path-length	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
RF	goldbook:08279	radiofrequency	oboInOwl:hasRelatedSynonym	omo:0003000		goldbook
radiofrequency	goldbook:08279	radiofrequency	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
incident flux density	goldbook:08280	received radiant flux density	oboInOwl:hasRelatedSynonym			goldbook
irradiance	goldbook:08280	received radiant flux density	oboInOwl:hasRelatedSynonym			goldbook
received radiant flux density	goldbook:08280	received radiant flux density	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
reflection	goldbook:08281	reflection	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
signal-to-noise ratio	goldbook:08282	signal-to-noise ratio	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
intensity spectrum	goldbook:08283	single beam spectrum	oboInOwl:hasRelatedSynonym			goldbook
single beam spectrum	goldbook:08283	single beam spectrum	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
slit width	goldbook:08284	slit width	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
spectral band	goldbook:08285	spectral band	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
bandwidth	goldbook:08286	spectral bandwidth	oboInOwl:hasRelatedSynonym			goldbook
spectral bandwidth	goldbook:08286	spectral bandwidth	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
spectral radiant energy density	goldbook:08287	spectral radiant energy density	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
spectral range	goldbook:08288	spectral range	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
resolution	goldbook:08289	spectral resolution	oboInOwl:hasRelatedSynonym			goldbook
spectral resolution	goldbook:08289	spectral resolution	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
spectral subtraction	goldbook:08290	spectral subtraction	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
vibrational spectrum	goldbook:08291	spectrum	oboInOwl:hasRelatedSynonym			goldbook
spectrum	goldbook:08291	spectrum	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
regular reflection	goldbook:08292	specular reflection	oboInOwl:hasRelatedSynonym			goldbook
specular reflection	goldbook:08292	specular reflection	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
stray light	goldbook:08293	stray light	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
transmittance spectrum	goldbook:08294	transmission spectrum	oboInOwl:hasRelatedSynonym			goldbook
transmission spectrum	goldbook:08294	transmission spectrum	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
2-D correlation spectroscopy	goldbook:08295	two-dimensional correlation spectroscopy	oboInOwl:hasRelatedSynonym			goldbook
two-dimensional correlation spectroscopy	goldbook:08295	two-dimensional correlation spectroscopy	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
2-D correlation spectrum	goldbook:08296	two-dimensional correlation spectrum	oboInOwl:hasRelatedSynonym			goldbook
two-dimensional correlation spectrum	goldbook:08296	two-dimensional correlation spectrum	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
undersampling	goldbook:08297	undersampling	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
Voigt function	goldbook:08298	Voigt function	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
wavelength	goldbook:08299	wavelength in medium	oboInOwl:hasRelatedSynonym			goldbook
wavelength in medium	goldbook:08299	wavelength in medium	rdfs:label		doi:10.1515/pac-2019-0203	goldbook
vacuum wavelength	goldbook:08300	wavelength in vacuum	oboInOwl:hasRelatedSynonym			goldbook
